Paper Name,Link,Year,Venue
Inconsistency Management between Architectural Decisions and Designs Using Constraints and Model Fixes,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6824128,2014,ASWEC
Applying Design Patterns in URI Strategies -- Naming in Linked Geospatial Data Infrastructure,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6758863,2014,Hawaii International Conference on System Sciences
REST API Design Patterns for SDN Northbound API,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6844664,2014,AINAW
Design Science Methodology for Information Systems and Software Engineering,https://link-springer-com.proxy-ub.rug.nl/book/10.1007/978-3-662-43839-8,2014,Book
"CSCC: Simple, Efficient, Context Sensitive Code Completion",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6976073,2014,ICSME
Towards a visualized code recommendation for APIs enriched with specification mining,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2593822.2593825,2014,RSSE
The impact of preprocessing on text classification,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0306457313000964?via%3Dihub,2014,Information Processing & Management
Analysis and Prediction of Design Model Evolution Using Time Series,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-07869-4_1,2014,CAiSE
Some Coded Smells Have a Significant but Small Effect on Faults,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2629648,2014,ACM Transactions on Software Engineering and Methodology
"Version history, similar report, and structure: putting them together for improved bug localization",https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2597008.2597148,2014,ICPC
Detecting and preventing the architectural roots of bugs,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2635868.2661679,2014,FSE
The impact of UML modeling on defect density and defect resolution time in a proprietary system,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1007/s10664-013-9243-2,2014,Empirical Software Engineering
Service Indentification Based on Quality Metrics: Object-Oriented Legacy System Migration Towards SOA,https://www.researchgate.net/publication/264310687_Service_Identification_Based_on_Quality_Metrics_Object-Oriented_Legacy_System_Migration_Towards_SOA,2014,SEKE
MoDisco: A model driven reverse engineering framework,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0950584914000883,2014,Information and Software Technology
Automated Multi-Language Artifact Binding and Rename Refactoring between Java and DSLs Used by Java Frameworks,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-662-44202-9_18,2014,ECOOP
PatBugs: A Pattern-Based Bug Detector for Cross-platform Mobile Applications,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6924298,2014,IEEE International Conference on Mobile Services
How Many Eyeballs Does a Bug Need? An Empirical Validation of Linus' Law,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-06862-6_17,2014,XP
Cyber security issues of critical components for industrial control system,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7007593,2014,"IEEE Chinese Guidance, Navigation and Control Conference"
Inustrial control systems (ICSs) vulnerabilities analysis and SCADA security enhancement using testbed encryption,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2557977.2558061,2014,ICUIMC
"Industrial Network Security: Securing Critical Infrastructure Networks for Smart Grid, SCADA, and Other Industrial Control Systems",https://www.amazon.com/Industrial-Network-Security-Securing-Infrastructure/dp/0124201148,2014,Book
Extracting Dependencies from Software Changes: An Industry Experience Report,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7000096,2014,IWSM Mensura
How Do Open Source Communities Document Software Architecture: An Exploratory Survey,https://ieeexplore.ieee.org/abstract/document/6923128,2014,10.1109/ICECCS.2014.26
Inconsistency Management between Architectural Decisions and Designs Using Constraints and Model Fixes,https://ieeexplore.ieee.org/abstract/document/6824128,2014,10.1109/ASWEC.2014.33
Design rule spaces: a new form of architecture insight,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2568225.2568241,2014,ICSE
Characterizing and detecting performance bugs for smartphone applications,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2568225.2568229,2014,ICSE
Improving software through automatic untangling of cyclic dependencies,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2591062.2591182,2014,ICSE
An exploratory study of the pull-based software development model,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2568225.2568260,2014,ICSE
On the relationship of code-anomaly agglomerations and architectural problems,https://www.researchgate.net/publication/282547707_On_the_relationship_of_code-anomaly_agglomerations_and_architectural_problems,2015,Journal of Software Engineering Research and Development
Towards a prioritization of code debt: A code smell Intensity Index,https://www.researchgate.net/publication/291331040_Towards_a_prioritization_of_code_debt_A_code_smell_Intensity_Index,2015,Workshop on Managing Technical Debt
Revisiting the applicability of the pareto principle to core development teams in open source software projects,https://www.researchgate.net/publication/299870433_Revisiting_the_applicability_of_the_pareto_principle_to_core_development_teams_in_open_source_software_projects,2015,The 14th International Workshop
Prioritization of Classes for Refactoring,https://www.researchgate.net/publication/301377038_Prioritization_of_Classes_for_Refactoring,2015,WCI
Architectural Tactics for Cyber-Foraging: Results of a Systematic Literature Review,https://www.researchgate.net/publication/278049542_Architectural_Tactics_for_Cyber-Foraging_Results_of_a_Systematic_Literature_Review,2015,Journal of Systems and Software
Preventing data errors with continuous testing,https://www.researchgate.net/publication/300204874_Preventing_data_errors_with_continuous_testing,2015,ISSTA
Evaluating the Effects of Architectural Documentation: A Case Study of a Large Scale Open Source Project,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7230299,2015,IEEE Transactions on Software Engineering
Towards Assessing Software Architecture Quality by Exploiting Code Smell Relations,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7174842,2015,IWSAM
The Effect of GoF Design Patterns on Stability: A Case Study ,https://www.researchgate.net/publication/273641959_The_Effect_of_GoF_Design_Patterns_on_Stability_A_Case_Study,2015,IEEE Transactions on Software Engineering
Framing Sustainability as a Propery of Software Quality,https://www.researchgate.net/publication/282325166_Framing_Sustainability_as_a_Property_of_Software_Quality,2015,Communications of the ACM
Natural Language Processing to Quantify Security Effort in the Software Development Lifecycle,https://www-semanticscholar-org.proxy-ub.rug.nl/paper/Natural-Language-Processing-to-Quantify-Security-in-Cois-Kazman/cbf048af2513b83c90fad67c1b811db7e7e5422f,2015,SEKE
Architectural Analysis for Security,https://www.researchgate.net/publication/286489816_Architectural_Analysis_for_Security,2015,IEEE Security & Privacy
Software Architecture Patterns: Reflection and Advances: [Summary of the MiniPLoP Writers' Workshop at ECSA'14],https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2693208.2693218,2015,ACM SIGSOFT
System and software quality models,https://www.iso.org/obp/ui/#iso:std:iso-iec:25010:ed-1:v1:en,2015,ISO/IEC
Toward Agile Architecture: Insights from 15 Years of ATAM Data,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7024074,2015,IEEE Software
Automating performance bottleneck detection using search-based application profiling,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2771783.2771816,2015,ISSTA
Static detection of asymptotic performance bugs in collection traversals,https://dl.acm.org/doi/10.1145/2813885.2737966,2015,ACM SIGPLAN Notices
Performance problems you can fix: a dynamic analysis of memoization opportunities,https://dl.acm.org/doi/10.1145/2858965.2814290,2015,ACM SIGPLAN Notices
"Navigate, Understand, Communicate: How Developers Locate Performance Bugs",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7321208,2015,ESEM
Coz: finding code that counts with causal profiling,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2815400.2815409,2015,SOSP
PerfBlower: Quickly Detecting Memory-Related Performance Problems via Amplification,https://drops.dagstuhl.de/opus/volltexte/2015/5227/,2015,ECOOP
Are RESTful APIs Well-Designed? Detection of their Linguistic (Anti)Patterns,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-662-48616-0_11,2015,ICSOC
Bootstrapping Complex Workflow Middleware Systems into the Cloud,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7304283,2015,e-Science
Conformance Checking of Communicating Resource Systems with RAs Calculus,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7207427,2015,International Conference on Services Computing
A comparative study of many-objective evolutionary algorithms for the discovery of software architectures,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-015-9399-z,2015,Empirical Software Engineering
Lifelong Learning for Lifelong Employment,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7140693,2015,IEEE Software
Query-based configurations of text retrieval solutions for software engineering tasks,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2786805.2786859,2015,ESEC/FSE
Learning to Rank for Question-Oriented Software Text Retrieval (T),https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7371990,2015,ASE
Building Microservices: Designing Fine-Grained Systems,https://www.amazon.com/Building-Microservices-Designing-Fine-Grained-Systems/dp/1491950358,2015,Book
The influence of App churn on App success and StackOverfow discussions,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7081842,2015,SANER
What are mobile developers asking about? A large scale study using stack overflow,https://www.researchgate.net/publication/276089003_What_are_mobile_developers_asking_about_A_large_scale_study_using_stack_overflow,2015,Empirical Software Engineering
A survey on the use of topic models when mining software repositories,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-015-9402-8,2015,Empirical Software Engineering
Microsoft Azure - Fault Tolerance Pitfalls and Resolutions in the Cloud,https://docs.microsoft.com/en-us/archive/msdn-magazine/2015/september/microsoft-azure-fault-tolerance-pitfalls-and-resolutions-in-the-cloud,2015,Article
CanaryAdvisor: a statistical-based tool for canary testing (demo),https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2771783.2784770,2015,ISSTA
An automatic method for assessing the versions affected by a vulnerability,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-015-9408-2,2015,Empirical Software Engineering
"So Many Apps, So Much More Time for Entertainment",https://www.nielsen.com/us/en/insights/article/2015/so-many-apps-so-much-more-time-for-entertainment/,2015,Article
COVERT: Compositional Analysis of Android Inter-App Permission Leakage,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7079508,2015,IEEE Transactions on Software Engineering
Detection of Design Flaws in the Android Permission Protocol Through Bounded Verification,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-19249-9_6,2015,FM
DeepDroid: Dynamically Enforcing Enterprise Policy on Android Devices,https://www.ndss-symposium.org/ndss2015/ndss-2015-programme/deepdroid-dynamically-enforcing-enterprise-policy-android-devices/,2015,NDSS Symposium
Quantifying architectural debts,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2786805.2803194,2015,ESEC/FSE
Supporting architecture documentation: a comparison of two ontologies for knowledge retrieval,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2745802.2745804,2015,EASE
Measure it? Manage it? Ignore it? software practitioners and technical debt,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2786805.2786848,2015,ESEC/FSE
Decision Buddy: Tool Support for Constraint-Based Design Decisions during System Evolution,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2751491.2751495,2015,FoSADA
Behavioral software engineering: A definition and systematic literature review,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121215000989?via%3Dihub,2015,Journal of Systems and Software
Tool Support for the Architectural Design Decisions in Software Ecosystem,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2797433.2797480,2015,ECSAW
A decision-making tool to support architectural designs based on quality attributes,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2695664.2695928,2015,SAC
A Fuzzy Decision Support Approach for Model-Based Tradeoff Analysis of Non-functional Requirements,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7113458,2015,ICIT
JSpIRIT: a flexible tool for the analysis of code smells,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7416572,2015,SCCC
A systematic mapping study on technical debt and its management,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121214002854?via%3Dihub,2015,Journal of Systems and Software
Evaluating Feature Change Impact on Multi-product Line Configurations Using Partial Information,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-14130-5_1,2015,ICSR
Guidelines for conducting systematic mapping studies in software engineering: An update,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0950584915000646?via%3Dihub,2015,Information and Software Technology
Unveiling the Architecture and Design of Android Applications,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5220/0005398902010211,2015,ICEIS
Mining Software Components from Object-Oriented APIs,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-14130-5_23,2015,ICSR
Visible light communication application scenarios based on android smart devices' led lamp,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7203769,2015,ICOCN
Game of detections: how are security vulnerabilities discovered in the wild?,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-015-9403-7,2015,Empirical Software Engineering
Pravaaha: Mining Android Applications for Discovering API Call Usage Patterns and Trends,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2723742.2723743,2015,ISEC
"Mining Big Data for Detecting, Extracting and Recommending Architectural Design Concepts",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7166053,2015,BIGDSE
Mining Multi-level API Usage Patterns,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7081812,2015,SANER
Could We Infer Unordered API Usage Patterns Only Using the Library Source Code,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7181434,2015,ICPC
Detecting event anomalies in event-based systems,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2786805.2786836,2015,ESEC/FSE
Automatic Extraction of Session-Based Workload Specifications for Architecture-Level Performance Models,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2693182.2693183,2015,LT
Using Dynatrace Monitoring Data for Generating Performance Models of Java EE Applications,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2668930.2688061,2015,ICPE
"Do code review practices impact design quality? A case study of the Qt, VTK, and ITK projects",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7081827?arnumber=7081827,2015,SANER
Inter-smell relations in industrial and open source systems: A replication and comparative analysis,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7332458,2015,ICSME
Commit guru: analytics and risk prediction of software commits,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2786805.2803183,2015,ESEC/FSE
Batch normalization: accelerating deep network training by reducing internal covariate shift,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/3045118.3045167,2015,ICML
Comparing and experimenting machine learning techniques for code smell detection,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-015-9378-4,2015,Empirical Software Engineering
Mining Version Histories for Detecting Code Smells,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/6963448,2015,IEEE Transactions on Software Engineering
An empirical study of the impact of modern code review practices on software quality,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s10664-015-9381-9,2015,Empirical Software Engineering
Four eyes are better than two: On the impact of code reviews on software quality,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7332454,2015,ICSME
Cross-project build co-change prediction,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7081841,2015,SANER
Quality and productivity outcomes relating to continuous integration in GitHub,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2786805.2786850,2015,ESEC/FSE
Exploring the use of labels to categorize issues in Open-Source Software projects,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7081875,2015,SANER
Are Forward Designed or Reverse-Engineered UML diagrams more helpful for code maintenance?: A family of experiments,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0950584914001311,2015,Information and Software Technology
Design of a home surveillance system based on the android platform,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7382275,2015,FSKD
Analyzing confidentiality and privacy concerns: insights from Android issue logs,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2745802.2745819,2015,EASE
Secure Architecture for Industrial Control Systems,https://www.sans.org/white-papers/36327/,2015,SANS Institute InfoSec Reading Room
Educational Modules in Industrial Control Systems for Critical Infrastructure Cyber Security,https://peer.asee.org/educational-modules-in-industrial-control-systems-for-critical-infrastructure-cyber-security,2015,ASEE Annual Conference & Exposition
Forensics in Industrial Control System: A Case Study,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-40385-4_10,2015,CyberICPS/WOS-CPS
An Empirical Study of Design Degradation: How Software Projects Get Worse over Time,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7321186,2015,ESEM
Trusting a library: A study of the latency to adopt the latest Maven release,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7081869,2015,SANER
Enriching Architecture Knowledge with Technology Design Decisions,https://ieeexplore.ieee.org/abstract/document/7158515,2015,10.1109/WICSA.2015.14
Effective Approaches to Attention-based Neural Machine Translation,http://arxiv.org/abs/1508.04025,2015,10.48550/arXiv.1508.04025
Evaluating the retrieval effectiveness of web search engines using a representative query sample,https://onlinelibrary.wiley.com/doi/abs/10.1002/asi.23304,2015,10.1002/asi.23304
A Case Study in Locating the Architectural Roots of Technical Debt,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7202962,2015,ICSE
How Much Up-Front? A Grounded theory of Agile Architecture,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7194587,2015,ICSE
Caramel: detecting and fixing performance problems that have non-intrusive fixes,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/2818754.2818863,2015,ICSE
Automatic and Continuous Software Architecture Validation,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7202950,2015,ICSE
IccTA: Detecting Inter-Component Privacy Leaks in Android Apps,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7194581,2015,ICSE
Composite Constant Propagation: Application to Android Inter-Component Communication Analysis,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7194563,2015,ICSE
Comparing software architecture recovery techniques using accurate dependencies,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/2819009.2819022,2015,ICSE
Safe evolution patterns for software product lines,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/2819009.2819203,2015,ICSE
Refactoring for software architecture smells,https://www.researchgate.net/profile/Tushar-Sharma-2/publication/307089168_Refactoring_for_software_architecture_smells/links/5d23334a92851cf4406f8df9/Refactoring-for-software-architecture-smells.pdf?origin=publication_detail,2016,Workshop on Software Refactoring
Automatic Detection of Instability Architectural Smells,https://ieeexplore-ieee-org.proxy-ub.rug.nl/stamp/stamp.jsp?arnumber=7816489,2016,ICSME
Curating GitHub for engineered software projects,https://www.researchgate.net/publication/311485564_Curating_GitHub_for_engineered_software_projects,2016,Empirical Software Engineering
Designite - A Software Design Quality Assessment Tool,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7809461,2016,BRIDGE
10 years of Software Architecture Knowledge Management: Practice and Future,https://www.researchgate.net/publication/283909597_10_years_of_Software_Architecture_Knowledge_Management_Practice_and_Future,2016,Journal of Systems and Software
Designing Software Architectures: A Practical Approach,https://books.google.nl/books?hl=nl&lr=&id=G30JDAAAQBAJ&oi=fnd&pg=PT15&dq=Designing+Software+Architectures:+A+Practical+Approach.&ots=WyIi8euDiL&sig=qDddia4166KFNMjg7HN4ingPAU8#v=onepage&q=Designing%20Software%20Architectures%3A%20A%20Practical%20Approach.&f=false,2016,Book
Mining Unstructured Data in Software Repositories: Current and Future Trends,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7476768,2016,SANER
Future Trends in Software Engineering Research for Mobile Apps,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7476770,2016,SANER
Robotics in the Netherlands,https://www.araneo-magna.nl/images/pdfs/Robotics-in-the-Netherlandsfinal.pdf,2016,Netherlands Foreign Investment Agency
Software architecture knowledge management approaches and their support for knowledge management activities: A systematic literature review,https://www.researchgate.net/publication/308868516_Software_architecture_knowledge_management_approaches_and_their_support_for_knowledge_management_activities_A_systematic_literature_review,2016,Information and Software Technology
Meta-model based framework for architectural knowledge management,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2993412.3004848,2016,ECSAW
MLlib: machine learning in apache spark,https://dl-acm-org.proxy-ub.rug.nl/doi/10.5555/2946645.2946679,2016,The Journal of Machine Learning Research
Dependency related parameters in the reconstruction of a layered software architecture,https://dl-acm-org.proxy-ub.rug.nl/doi/abs/10.1145/2993412.3003394,2016,ECSAW
Predicting and fixing vulnerabilities before they occur: a big data approach,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2896825.2896829,2016,BIGDSE
Software Architecture Health Monitor,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7809465,2016,BRIDGE
An Empirically Developed Method to Aid Decisions on Architectural Technical Debt Refactoring: AnaConDebt,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7883286,2016,ICSE-C
Do Code Smells Impact the Effort of Different Maintenance Programming Activities?,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7476660,2016,SANER
On evaluating the impact of the refactoring of architectural problems on software quality,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2962695.2962716,2016,XP
Efficient flow profiling for detecting performance bugs,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2931037.2931066,2016,ISSTA
Directed test generation to detect loop inefficiencies,https://dl.acm.org/doi/10.1145/2950290.2950360,2016,FSE
"SyncProf: detecting, localizing, and optimizing synchronization bottlenecks",https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2931037.2931070,2016,ISSTA
Learning from Source Code History to Identify Performance Failures,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2851553.2851571,2016,ICPE
Bridging the Gap between Software Architecture and Maintenance Quality,https://www-proquest-com.proxy-ub.rug.nl/docview/1828414950?pq-origsite=gscholar&fromopenview=true,2016,Thesis
Mining performance specifications,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2950290.2950314,2016,FSE
Are REST APIs for Cloud Computing Well-Designed? An Exploratory Study,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-46295-0_10,2016,ICSOC
REST APIs: A large-Scale Analysis of Compliance with Principles and Best Practices,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-38791-8_2,2016,ICWE
Technical Debt Indexes Provided by Tools: A Preliminary Discussion,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7776450,2016,MTD
Tool support for evaluating architectural debt of an existing system: an experience report,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2851613.2851963,2016,SAC
Evaluating an Architecture Conformance Monitoring Solution,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7464551,2016,IWESEP
Making the Case for Centralized Software Architecture Management,https://link-springer-com.proxy-ub.rug.nl/chapter/10.1007/978-3-319-27033-3_8,2016,SWQD
Towards a pattern language for construction and maintenance of software architecture traceability links,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/3011784.3011810,2016,EuroPlop
Microservices: A Systematic Mapping Study,https://www.scitepress.org/Link.aspx?doi=10.5220/0005785501370146,2016,International Conference on Cloud Computing and Service Science
Microservices tenets,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s00450-016-0337-0,2016,Computer Science - Research and Development
"Microservice Architecture: Aligning Principles, Practices, and Culture",https://www.amazon.com/Microservice-Architecture-Aligning-Principles-Practices/dp/1491956259,2016,Book
Infrastructure Cost Comparison of Running Web Applications in the Cloud Using AWS Lambda and Monolithic and Microservice Architectures,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7515686,2016,CCGrid
Microservices Architecture Enables DevOps: Migration to a Cloud-Native Architecture,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7436659,2016,IEEE Software
Towards a Technique for Extracting Microservices from Monolithic Enterprise Systems,https://www.researchgate.net/publication/302892908_Towards_a_Technique_for_Extracting_Microservices_from_Monolithic_Enterprise_Systems,2016,CoRR
Design Structure Matrix Extensions and Innovations: A Survey and New Opportunities,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7332930,2016,IEEE Transactions on Engineering Management
Move-optimized source code tree differencing,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7582801,2016,ASE
Detecting complex changes and refactorings during (Meta)model evolution,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0306437916302356?via%3Dihub,2016,Information Systems
"Practical, Formal Synthesis and Automatic Enforcement of Security Policies for Android",https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7579768,2016,DSN
Identifying Architectural Problems through Prioritization of Code Smells,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7789838,2016,SBCARS
Spotting Design Problems with Smell Agglomerations,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7883422,2016,ICSE-C
"Detecting, Tracing, and Monitoring Architectural Tactics in Code",https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7270338,2016,IEEE Transactions on Software Engineering
Busting Software Architecture Beliefs: A Survey on Success Factors in Architecture Decision Making,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7592774,2016,SEAA
Decision making in software architecture,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121216000157?via%3Dihub,2016,Journal of Systems and Software
Towards Software Assets Origin Selection Supported by a Knowledge Repository,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7496442,2016,MARCH
In two minds: how reflections influence software design thinking,https://onlinelibrary-wiley-com.proxy-ub.rug.nl/doi/10.1002/smr.1776,2016,Journal of Software: Evolution and Process
What Do Client Developers Concern When Using Web APIs? An Empirical Study on Developer Forums and Stack Overflow,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7557994?source=post_page---------------------------,2016,ICWS
What Security Questions Do Developers Ask? A Large-Scale Study of Stack Overflow Posts,https://link-springer-com.proxy-ub.rug.nl/article/10.1007/s11390-016-1672-0,2016,Journal of Computer Science and Technology
Traceability Data in Early Development Phases as an Enabler for Decision Support,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2962695.2962710,2016,XP
Using XPath to Define Design Metrics,https://thinkmind.org/articles/pesaro_2016_1_30_60016.pdf,2016,PESARO
Architectural Decision-Making in Open-Source Systems -- Preliminary Observations,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7496441,2016,MARCH
The need for multivocal literature reviews in software engineering: complementing systematic literature reviews with grey literature,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2915970.2916008,2016,EASE
Microservices: Flexible Software Architecture,https://www.amazon.com/Microservices-Flexible-Architecture-Eberhard-Wolff/dp/0134602412,2016,Book
Software architectural principles in contemporary mobile software: from conception to practice,https://www-sciencedirect-com.proxy-ub.rug.nl/science/article/pii/S0164121216300607,2016,Journal of Systems and Software
TraceBoK: Toward a Software Requirements Traceability Body of Knowledge,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7765529,2016,RE
DecDoc: A Tool for Documenting Design Decisions Collaboratively and Incrementally,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7496443,2016,MARCH
Design Patterns and Extensibility of REST API for Networking Applications,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7378522,2016,IEEE Transactions on Network and Service Management
Architectural Approaches to Security: Four Case Studies,https://ieeexplore-ieee-org.proxy-ub.rug.nl/abstract/document/7742194,2016,Computer
The Use of Security Tactics in Open Source Software Projects,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7362260,2016,IEEE Transactions on Reliability
Parameter-free probabilistic API mining across GitHub,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2950290.2950319,2016,FSE
API recommendation system for software development,https://ieeexplore-ieee-org.proxy-ub.rug.nl/document/7582836,2016,ASE
API code recommendation using statistical learning from fine-grained changes,https://dl-acm-org.proxy-ub.rug.nl/doi/10.1145/2950290.2950333,2016,FSE
